-737.13	-860.364	985.224
-2156.96	1825.87	1800.66
482.526	2294	1222.92
-1626.26	1770.12	1383.84
495.553	564.576	1684.52
-1813.89	744.56	1414.5
2139.61	2170.75	1761.4
-1176.89	2227.5	1679.88
1322.96	-1638.96	1289.28
2156.21	-1616.27	1428.91
-2447.05	-2049.4	1109.95
1319.29	-1205.21	1638.06
789.511	-1155.21	1485.8
-939.615	-2371.72	1072.1
562.99	-636.871	1182.9
-780.799	-971.946	1453.57
1303.41	-2430.98	1670.1
-14.7222	86.4804	1243.33
-2040.72	-2265.66	1747.11
2339.47	-1180.49	1575.47
1855.2	2355.56	1026.63
-1076.05	467.744	1256.7
-584.778	-646.223	1365.53
1973.29	-715.608	1498.24
592.74	-432.557	1911.96
981.909	-2251.37	1015.7
2357.75	-1206.14	1621.44
-1733.02	-251.999	1390.06
1186.79	-1597.43	1881.93
-490.058	-572.379	1911.55
-1209.63	658.697	1876.16
2234.66	1597.44	1001.25
17.6356	1525.79	1225.22
-848.148	-2202.76	1035.4
1275.29	-1865.33	1841.64
-1076.06	-1204.81	1732.32
-1581.34	-2058.1	1731.85
-2155.86	666.512	1503.6
2066.42	2124.16	1768.4
-2171.45	1436.62	1088.66
1500.7	-639.662	1072.27
-400.501	-1747.5	950.358
-578.602	-1133.01	1198.18
1252.01	-4.80986	1618.3
-1183.16	-2269.09	1797.12
851.762	-1166.81	1837.86
1823.21	-1473.94	1264.33
2161.77	-732.188	1965.01
-663.622	1308.71	1945.79
-684.023	-2126.87	1554.37
-1102.16	-1942.7	1578.04
-336.498	-1922.93	1728.52
-262.477	-1642.23	1160.8
-1852.98	-1655.74	1154.46
33.4316	403.963	1563.92
-2346.79	1065.61	1309.33
1049.37	-10.8417	1088.27
1009.45	-2043.65	1295.93
545.199	-289.041	983.98
1673.68	846.924	1118.65
1461.24	-1804.65	1206.14
-1035.6	2353.37	1787.15
-2188.67	-1415.89	1184.5
338.582	-2378.98	1873.91
2159.5	-2331.33	982.76
-119.856	-1534.12	987.609
-2039.4	-545.894	1738.75
589.941	552.092	1671.76
-828.987	1426.84	1590.99
1396.11	-1362.73	1940.32
-481.051	739.427	1886.74
-1094	2200.06	1105.99
879.36	2407.13	1289.76
764.39	519.365	1706.96
-1228.08	-914.147	1849.04
-235.095	527.727	1515.89
-1053.02	863.488	1529.97
2403.53	2000.12	1183.97
-776.362	1114.44	1180.49
-1415.51	37.1406	1719.48
-1764.52	-225.368	1294.11
1382.7	-2131.3	1462.58
1440.17	-99.1829	1137.21
-303.085	1805.16	1740.55
-957.087	2434.6	1482.39
1522.86	-1691.12	1883.62
-1563.32	1359.59	1935.45
-2071.08	592.814	1449.87
-391.3	-1111.96	1003.04
-1762.88	1489.19	1648.98
-1083.93	-257.168	1159.76
808.162	2065.37	1598.8
1975.69	-2057.86	1243.32
-1005.9	841.961	1033.14
1274.76	-1855.04	1962.26
-2229.81	2352.39	1706.47
1375.26	2186.07	1606.93
-2084.58	1501.22	1885.1
1786.19	-1669.72	1393.32
-449.748	-1443.28	1366.61
860.602	1434.76	1911.03
-1669.23	570.425	1789.01
-478.025	2007.33	1108.68
-301.232	2208.28	1135
-1267.87	-2301.72	1239.36
1453.53	67.5021	1375.05
-8.83278	-1458.14	1278.12
-274.866	-2233.81	1747.97
345.273	-407.596	1112.54
1516.44	-1779.66	1107.69
1696.28	-2084.7	1441.61
919.28	2418.66	1496.13
278.308	-512.599	1729.03
2173.21	-1166.25	1630.44
713.247	569.822	1076.03
-1302.87	159.146	1880.7
1163.56	-980.307	1258.75
-2289.06	543.786	1263.8
-631.776	-2018.97	1298.64
-62.1257	934.654	1668.8
1635.98	556.72	1157.13
-1917.04	-1161.56	1350.04
1979.31	-1122.29	1537.93
1184.68	661.281	1505.03
2486.25	892.71	1130.64
-976.938	-1433.9	1717.59
1332.02	-985.08	1701.4
335.986	1650.89	1855.43
1547.28	-2399.61	1606.55
-2046.29	-1071.04	1643.94
74.0365	688.604	1697.84
1124.06	-1525.36	1302.39
2137.45	-2001.06	1047.83
-1980.58	728.233	1768.92
102.102	-437.657	1963.03
-2145.93	1262.93	1326.87
2478.18	1607.4	1149.84
-624.754	1763.12	1910.16
-1131.85	827.225	1763.05
2424.77	2223.9	1679.51
-131.183	2370.09	964.805
-2172.58	-890.782	1808.26
1944.64	1989.39	1542.46
1640.75	1184.07	1014.15
705.2	1701.89	1410.79
691.784	120.455	1586.49
-1064.56	795.281	1023.48
-2324.38	-1773.77	1078.49
-2413.4	-2077.12	1918.63
-401.054	2246.87	1144.71
-610.095	647.615	1246.58
1436.82	293.503	1256.21
-449.756	1124.79	1944.07
660.04	380.462	1938.76
-2416.47	1367.24	1237.18
-664.808	-62.3865	1744.08
-2275.02	1431.75	1659.8
2486.38	-1647.02	1952.13
-5.03424	-328.054	1070.49
1880.88	135.384	1637.91
-615.25	-1646.54	1285.32
549.101	1631.57	1622.65
-1712.3	-2253.97	1415.44
-102.314	1889.62	1182.19
-1641.44	-2497.16	1195.18
-330.428	-538.267	1823.54
-2241.57	3.23711	1951.79
-1054.48	-1384.75	1989.1
-193.518	5.17376	1868.9
234.552	1683.94	1676.65
-1299.12	78.642	1403.46
852.436	2097.59	1168.31
-2338.65	-1500.79	1618.04
-1860.94	-275.622	1038.72
-1557.77	796.684	1685.4
601.037	585.069	1095.64
-637.827	-1624.3	1373.35
-2444.68	1637.01	1680.82
-536.947	-1532.76	1811.16
-369.54	-1861.25	950.102
1628.05	-1178.8	1819.6
-59.5245	-1830.96	1807.94
-48.7622	-1034.84	1380.25
-388.765	-1920.56	1241.44
1179.77	-1269.27	1539.07
-2020.03	86.6117	1164.31
376.471	1573.94	1039.47
1924.29	-349.598	1606.99
-527.271	892.802	1313.98
-2444.97	-1896.31	975.114
-1678.35	709.529	1057
-487.676	-1142.2	1337.24
73.7506	-891.051	1194.01
-471.763	2296.74	1494.06
-1796.4	-203.702	1382.57
1516.12	-1483.28	1976.71
-406.487	2428.06	1972
1057.99	653.43	1711.69
1702.78	1848.09	1619.57
-965.129	1875.15	1949.09
508.725	581.454	1793.84
-343.159	-1264.8	1784.63
2064.61	1830.79	1833.89
-2442.39	1850.84	1803.59
-2.01533	-1263.12	1894.2
-1468.49	884.254	1918.5
-1504.45	266.704	1180.13
2471.69	2465.79	1091.54
418.347	-1396.44	1212.01
28.8346	2462.71	1154.82
282.677	1409.87	1662.24
-1580.69	761.047	1811.91
-67.5409	-654.031	1639.32
-1061.59	736.901	1046.53
-129.454	2464.29	1751.26
-2385.6	41.2294	1192.86
168.574	-1271.88	1454.73
-1992.94	2260.6	1572.89
1595.32	109.068	1024.19
-45.245	1141.59	1580.92
-692.146	-616.661	1693.14
-1585.89	-1410.79	1343.8
620.866	-2494.99	1873.38
2241.79	752.068	1912.71
-905.011	-686.677	1325.78
1366.18	-393.007	1898.05
1622.4	17.6067	1698.57
1819.21	-1209.29	1072.23
-1745.65	31.7486	1506.66
961.689	-2062.76	1657.25
816.2	-104.16	1032.06
1018.19	1583.81	1111.32
2277.68	-249.511	1321.08
1229.83	-344.846	1131.23
2232.49	1309.85	1549
-1337.54	-513.149	1521.38
2216.98	-1384.89	1436.3
-0.544767	365.816	1983.09
-715.529	-52.0312	1758.93
-1657.03	492.081	1563.04
2459.08	-664.315	1819.71
-348.498	868.275	999.807
353.31	1329.23	1336.7
-1906.42	1044.4	1695.6
-383.376	-1396.75	1102.99
-1068.79	1543.48	1431.66
-774.912	385.293	1973.43
-2460.2	1403.76	974.478
-519.144	1863.25	1732.76
2343.6	-290.383	1668.49
1681	962.899	1071.74
1037.56	-1506.65	1718.74
1934.77	-1532.1	1201.07
675.942	1626.2	1148.22
2282.61	-1468.57	1342.96
392.978	-375.181	1499.9
-2150.27	-1644.52	1089.03
-663	1635.76	1827.85
-1339.12	-2138.68	1296.05
729.836	293.083	1317.16
2330.43	-2291.14	1602.54
1152.72	1370.94	1600.3
2482.83	-2029.34	1500.11
-1022.31	1803.53	1576.64
775.288	-20.9863	1608.67
100.314	-1141.85	1135.62
-2077	-2224.29	1979.78
296.626	-2152.96	1705.32
703.598	2246.25	1456.67
-876.733	-1017.49	1461.57
-1463.19	-301.91	1709.08
-2129.3	673.448	964.427
-1829.87	500.942	1815.49
2154.19	-1726.77	1728.69
1532.92	-821.873	1781.6
-1365.55	287.087	1253.26
-611.057	-6.22889	1432.23
-980.738	-1371.92	1746.66
2147.37	564.039	1144.32
28.6068	-1295.44	982.316
221.302	-57.0125	1352.77
59.2025	1178.28	1712.44
-1218.1	667.808	1069.6
-1836.91	-1161.02	1457.48
-1411.16	-454.647	1650.2
44.6761	-810.015	1874.89
-2356.34	-2002.16	978.932
1062.23	465.451	1732.91
1164.76	478.123	959.765
2003.05	-2182.99	1056.85
-1638.33	1249.96	1297.19
1042.29	1210.82	1331
-821.977	-815.545	1599.42
1995.24	2088.66	1695.06
-1378.74	-786.817	1266.49
2411.34	109.309	1094.28
1866.07	957.422	1823.31
422.014	1270.56	1594.92
137.678	-751.187	1422.06
391.066	-1568.82	1641.76
-398.611	2166.52	1919.97
1998.72	1075.51	1758.16
2404.04	1494.16	1381.41
-1387.45	-2354.48	1632.64
1631.63	-741.097	955.1
-1743.54	1821.85	1978.86
-211.763	1086.42	1403.6
958.982	-314.824	1356.69
-286.793	-2399.33	1989.84
2333.15	-618.137	1036.18
753.162	87.2786	1412.46
-1964.98	-248.047	1805.31
-645.55	-739.263	979.789
1683.5	1754.27	1822.39
-1108.43	2051.95	1756.87
-2034.84	1869.45	1037.74
2276	1775.55	1451.58
1063.14	353.65	1921.09
592.41	-1729.45	1904.46
1802.51	1205.74	1528.79
-75.4797	-943.575	983.03
1026.94	-601.976	1834.75
2130.82	1723.79	1563.59
378.864	-166.294	1987.28
1327.21	2349	1238.49
2110.07	-2351.84	954.119
-1873.83	1870.4	1073.45
1539	774.495	1873.99
1599.33	1081.65	1787.21
-1591.27	1696.06	1701.12
-1904.06	-2219.45	1965.25
-386.994	1454.2	1840.42
1335.14	215.993	1520.48
-2010.4	2117.39	1030.39
33.3022	-1715.28	1096.57
-936.249	1068.37	1015.28
1776.8	2361.78	1528.72
1491.61	1315.62	1987.81
2023.79	-1796.37	1207.11
-1039.23	1363.01	1200.28
-1916.08	-386.257	1793.07
840.928	-2286.32	1702.63
576.952	930.091	1966.11
1062.64	941.793	1827.26
913.686	908.976	1493.47
-2470.37	812.654	1353.43
2060.92	401.818	1666.77
2037.79	1547.3	973.302
1917.59	848.193	1560.21
2189.29	-1780.25	1081.53
-880.834	-951.438	1448.94
1980.12	1755.11	1126.1
-2380.78	-1117.3	1195.28
857.347	1205.77	1968.82
1622.2	2091.14	1247.15
-1931.98	123.623	1620.32
592.752	-1745.22	1130.39
-1792.66	-2085.3	1472.95
-2199.89	1406.65	1775.2
-528.215	43.851	1248.66
887.559	-108.106	1597.64
1114.92	2436.95	1152.54
476.859	1186.87	1165.44
-259.782	955.638	1460.08
1847.97	430.963	1782.54
211.683	1133.06	1220.83
269.969	-1257.31	1426.61
-1112.53	307.529	1173.61
1395.69	-1639.53	1268.74
1570.99	652.32	1069.32
-823.675	-1124.38	1124.51
412.21	-387.025	1589.26
-329.711	-1241.61	1123.11
-2017.74	2121.33	1227.19
2426.26	-1709.35	1733.41
728.969	2291.16	1571.94
-2436.72	-772.715	1791.05
1683.32	-2364.02	1992.44
-1209.12	2378.29	1471.96
-1059.64	-116.794	1962.67
1392.66	-1107.68	1650.11
428.838	8.44892	1029.01
-24.0077	2240.09	1153.7
1641.82	-780.461	1072.05
358.705	1873.16	1101.65
-2288	-1883.99	1085.85
838.635	-928.825	987.201
-175.635	2012.76	1073.3
190.662	-1.0946	1409.09
-1756.61	681.935	1642.8
1343.3	-139.24	1864.76
6.66383	664.909	1186.77
844.172	-1224.13	957.933
