-996 50 103.851 103.91
-2548.12 2543.47 -2547.05 2541.65
50 0 -2548.12 -2547.05
0 0 0 0 0 0 0
1491.3 1537.14 1603.53 1577.53 1417.49 1270.47 1307.45 1477.38 1719.82 1772.31 1698.28 1552.94 1351.6 1317.6 1353.17 1463.11 1563.21 1625.51 1616.83 1549.6 1508.92 1448.58 1402.8 1403.33 1376.81 1352.99 1403.16 1401.21 1347.52 1282.83 1082.13 1112.31 1269.34 1480.15 1673.12 1763.2 1816.12 1531.19 1221.41 1250.58 1427.91 1665.18 1765.58 1649.55 1434.74 1277.31 1271.11 1336.59 1418.4 1471.84
1507.05 1581.74 1694.97 1730.97 1676.76 1320.65 1196.84 1263.07 1493.89 1606.37 1615.46 1477.15 1234.83 1192.67 1284.99 1538.5 1705.7 1781.55 1721.59 1622.89 1529.18 1430.81 1435.64 1445.59 1388.08 1299.95 1427.44 1408.2 1392.13 1374.37 1206.85 1200.85 1318.64 1487.16 1551.55 1615.54 1701.92 1402.28 1052.38 1243.86 1533.33 1708.55 1791.49 1644.51 1414.07 1227.8 1205.97 1369.91 1456.67 1502.93
1498.51 1587.27 1760.68 1824.92 1767.69 1245.43 1011.77 1079.82 1753.42 1582.67 1619.33 1410.36 1177.78 1196.02 1316.8 1589.31 1788.16 1836.28 1757.72 1685.6 1585.89 1525.43 1562.59 1576.74 1568.94 1672.45 1462.05 1277.34 1274.26 1289.85 1258.24 1326.03 1441.81 1506.05 1429.24 1225.48 1257.5 1194.98 1290.7 1401.75 1364.82 1601.93 1597 1395.27 1315.43 1241.93 1307.58 1491.82 1560.54 1555.04
1483.09 1638.07 1818.89 1903.3 1818.97 1691.49 1330.83 1270.14 1503.73 1498.84 1581.5 1351.49 1219.1 1319.41 1425 1624.64 1856.19 1885.32 1816.24 1800.54 1730.14 1647.78 1680.94 1703.12 1820.12 1706.43 1134.21 1178.99 1164.72 1253.81 1389.1 1445.28 1503.45 1590.22 1486.95 1206.96 1169.86 1220.04 1635.27 1569.45 1592.17 1687.35 1557.97 1131.64 1067.1 1205.45 1401.56 1651.66 1707.22 1638.01
1543 1657.58 1804.94 1959.34 1860.16 1781.01 1541.17 1394.43 1356.96 1403.35 1657.1 1465.25 1380.88 1319.04 1510.75 1542.07 1545.74 1685.66 1791.54 1796 1765.22 1736.25 1642.25 1608.08 1789.89 1537.42 1032.17 1127.02 1123.22 1191.53 1428.75 1032.45 1476.23 1711.97 1614.4 1524.21 1377.55 1327.93 1449.18 1744.14 1687.03 1660.57 1671.73 1179.44 1020.99 1202.43 1496.38 1746.85 1809.7 1756.72
1562 1623.74 1724.41 1817.21 1751.9 1572.9 1476.94 1508.62 1610.19 1805.31 1767.95 1806.33 1572.6 1308 1485.85 1466.06 1263.15 1408.55 1702.55 1732.54 1779.26 1853.47 1750.45 1641.29 1845.33 1761.19 1167.26 1229.72 1245.61 1135.86 1534.39 1222.13 1620.36 1789.84 1766.33 1544.09 1405.35 1326.89 1275.83 1439.24 1567.01 1433.78 1255.6 1084.62 1089.88 1227.56 1474.68 1787.18 1841.18 1829.11
1488.02 1547.08 1647.47 1900.3 1469.53 1449.86 1520.16 1556.31 1486.68 1594.3 1535.19 1676.39 1595.56 1397.36 1386.62 1378.27 1252.69 1576.8 1717.8 1671.68 1679.75 1733.27 1530.16 1586.78 1815.15 1868.73 1552.91 1488.95 1568.73 1686.53 1844.66 1681.89 1743.89 1859.9 1815.24 1592.75 1422.18 1318.93 1229.68 1296.69 1541.22 1802.4 1547.41 1216.02 1265.08 1322.16 1473.67 1786.91 1899.66 1867.87
1342.05 1419.78 1525.18 1538.42 1422.33 1501.86 1567.77 1455.64 1333.3 1744.39 1285.62 1362.13 1417.61 1471.93 1473.16 1368.83 1377.05 1413.59 1517.17 1566.23 1487.09 1335.91 1179.86 1443.26 1638.54 1679.2 1530.5 1408.77 1041.83 1583.52 1674.4 1786.57 1535.77 1781.17 1778.21 1668.84 1455.59 1326.74 1357.72 1433.28 1346.36 1661.83 1965.56 1606.02 1743.02 1671.31 1469.32 1633.59 1945.35 1889.08
1246.97 1354.88 1456.46 1429.94 1505.35 1553.54 1651.09 1606.02 1407.23 1258.18 1089.86 1038.17 1217.77 1610.37 1684.03 1623.79 1465.25 1304.86 1343.63 1483.88 1631.12 1699.82 1526.34 1461.66 1515.43 1338.32 1358.85 1289.34 1107.84 1402.61 1695.4 1467.96 1834.56 1854.47 1801.14 1687.16 1452.13 1377.88 1588.92 1732.02 1438.94 1488.27 1839.71 1778 1752.34 1634.24 1312.71 1313.98 1864.58 1844.11
1215.94 1284.79 1405.75 1522.17 1663.65 1705.57 1806.63 1833.72 1386.53 1075.78 1019.19 1365.43 1635.46 1788.37 1924.74 1938.02 1509.81 1179.34 1220.85 1427 1651.57 1767.74 1665.27 1455.83 1482.3 1601.59 1454.56 1203.27 1111.18 1256.63 1436.47 1241.17 1770.39 1928.42 1874.43 1678.52 1459.81 1519.83 1750.09 1723.95 1540.21 1577.52 1565.37 1744.99 1694.3 1577.87 1462.2 1590.06 1687.21 1722.58
1270.81 1331.48 1479.8 1626.09 1776.98 1754.77 1829.78 1882.08 1564.4 1290.01 1121.96 1104.9 1714.65 1931.96 1932.43 1749 1273.41 1026.35 1068.75 1337.6 1654.02 1813.03 1625.75 1423.78 1418.79 1714.62 1563.3 1214.54 1042.47 1207.21 1166.25 1178.45 1603.18 1895.59 1848.48 1669.45 1422.64 1430.9 1594.88 1694.17 1750.38 1625.33 1563.89 1754.68 1709.07 1540.86 1545.42 1640.77 1524.07 1577.12
1306.41 1416.72 1598.15 1505.9 1513.75 1686.55 1806.33 1776.97 1620.86 1454.39 1327.32 1292 1545.66 1756.61 1770.94 1615.68 1232.88 1168.2 1142.06 1340.43 1573.24 1671.52 1451.89 1419.92 1434.63 1703.73 1680.4 1391.51 1334.62 1472.72 1475.28 1369.01 1492.43 1826.12 1915.54 1722.06 1362.25 1192.29 1274.46 1757.19 1673.93 1481.33 1467.26 1506.16 1473.39 1411.03 1387.13 1407.55 1454.91 1524.2
1262 1305.99 1356.86 1434.97 1485.9 1740.1 1788.45 1789.43 1663.43 1514.54 1588 1359.54 1269.33 1498.94 1629.9 1648.88 1508.42 1267.17 1335.63 1501.05 1694.89 1583.64 1095.39 1382.32 1750.94 1554.99 1846.73 1514.87 1466.56 1694.5 1726.49 1281.5 1312.24 1749.45 1909.6 1701.22 1382.35 1075.91 1335.53 1701.11 1199.35 1422.12 1557.53 1423.77 1328.22 1375.05 1490.69 1456.63 1464.96 1485.2
1275.76 1317.35 1489.15 1706.87 1744.28 1736.44 1708.44 1733.6 1703.04 1332.27 1430.32 1399.97 1091.61 1332.86 1463.61 1636.87 1628.2 1218.47 1466.76 1640.88 1737.17 1612.59 1301.9 1520.68 1825.41 1730.41 1517.86 1309.34 1348.01 1533.6 1655.68 1529.63 1412.39 1768.26 1842.68 1678.74 1504.31 1152.71 1359.13 1461.85 1420.16 1600.63 1572.73 1450.71 1471.2 1420.1 1653.4 1578.33 1479.37 1458.55
1252.71 1278.84 1396.86 1527.13 1567.8 1607.11 1599.83 1731.18 1911.45 1369.7 1502.87 1730.15 1624.42 1796.75 1507 1523.1 1509.61 1326.88 1674.55 1747.77 1732.03 1559.63 1198.59 1658.38 1924.65 1764.89 1500.33 1291.62 1242.63 1281.9 1351.79 1350.89 1194.91 1673.15 1658.9 1524.93 1398.91 1334.55 1334.16 1449.27 1542.98 1698.99 1415.08 1514.02 1771.84 1431.71 1353.97 1693.01 1594.14 1531.78
1164.59 1129.51 1198.17 1293.81 1344.58 1464.57 1571.19 1732.46 1722.41 1544.89 1632.27 1769.6 1721.92 1658.05 1552.39 1526.37 1561.38 1500.57 1550.94 1610.79 1834.5 1472.86 1363.83 1699.8 1841.96 1713.9 1542.76 1354.88 1439.34 1531.46 1275.16 1211.72 1029.52 1292.94 1433.52 1254.07 1266.16 1144.61 1308.51 1519.76 1698.32 1913.69 1673.83 1722.91 1732.94 1586 1838.21 1797.53 1564.17 1502.2
1149.45 1117.5 1291.15 1167.3 1190.22 1260.23 1435.07 1640.56 1590.07 1550.89 1706.45 1792.13 1766.29 1573.08 1366.09 1457.48 1458.35 1464.49 1349.95 1307.24 1300.24 1403.21 1476.16 1724.37 1658.2 1575.85 1562.37 1413.06 1673.71 1784.48 1323.37 1265.61 1350.75 1578.16 1538.37 1134.04 1115.19 1111 1406.49 1688.4 1774.85 1883.52 1904.19 1634.16 1360.58 1460.04 1610.33 1560.06 1451.25 1428.79
1165.91 1116.37 1241.87 1206.08 1330.72 1533.4 1552.39 1670.37 1672.03 1740.96 1741.69 1731.57 1834.99 1732.27 1272.21 1411.22 1246.58 1381.71 1429.03 1410.48 1366.7 1516.06 1693.6 1831.04 1523.44 1575.36 1664.58 1339.1 1714.68 1564.01 1152.44 1281.85 1467.45 1659.05 1629.44 1257.06 1304.84 1466.9 1611.74 1803.58 1846.59 1860.02 1764.33 1481.41 1295.58 1317.27 1260.87 1309.15 1402.09 1436.56
1254.71 1176.89 1235.89 1325.8 1539.25 1491.05 1521.08 1599.04 1647.57 1758.22 1691.91 1472.5 1776.47 1652.05 1283.09 1237.64 1090.56 1025.32 1376.09 1647.95 1714.03 1794.31 1872.01 1922.46 1723.64 1468.09 1525.73 1401.88 1354.31 1163.91 1094.7 1263.46 1303.23 1523.59 1676.92 1613.72 1682.8 1879.05 1805.99 1804.34 1862.4 1885.53 1766.22 1578.97 1391.21 1432.27 1411.86 1458.32 1491.85 1430.98
1348.22 1321.29 1357.45 1453.4 1504.21 1365.82 1381.96 1400.33 1416.28 1506.26 1655.98 1645.19 1845.03 1554.19 1265.05 1354.47 1167.07 1063.91 1294.19 1650.46 1868.3 1912.33 1879.49 1845.4 1560.17 1338.84 1458.88 1591.24 1588 1233.79 1049.22 1248.46 1397.62 1280.46 1522.6 1747.16 1875.21 1972.79 1909.31 1851.63 1862.53 1867.86 1705.33 1328.8 1312.17 1534.2 1701.22 1582.78 1569.69 1574.08
1433.95 1363.46 1260.54 1444.5 1595.54 1479.81 1277.04 1133.68 1199.62 1444.38 1526.34 1650.96 1354.23 1375.7 1413.97 1616.65 1190.23 1100.42 1354.93 1801.59 1825.67 1802.29 1611.46 1567.87 1518.31 1390.13 1510.31 1627.02 1685.43 1426.07 1247.3 1206.56 1645.51 1338.26 1451.62 1779.05 1915.74 1885.03 1795.98 1861.45 1858.62 1791.87 1758.81 1427.07 1193.54 1628.43 1544.62 1234.81 1753.85 1781.97
1636.67 1551.37 1158.27 1392.72 1781.77 1767.08 1444.85 972.524 1109.44 1343.79 1251.29 1187.02 1655.47 1206.42 1210.73 1490.87 1098.3 1018.31 1213.79 1499.2 1729.23 1568.99 1331.43 1423.06 1496.06 1509.95 1520.67 1545.76 1592 1719.09 1639.72 1456.66 1342.75 1057.82 1332.33 1641.7 1779.98 1825.73 1451.63 1760.03 1750.75 1716.37 1711.72 1447.96 1360.49 1590.98 1260.57 1289.2 1861.02 1903.91
1853.56 1980.99 1748.29 1744.84 1710.79 1674.54 1618.41 1315.89 1207.68 1360.13 1335.67 1412.46 1476.09 1240.25 1402.37 1652.07 1414.36 1299.89 1403.57 1594.33 1590.34 1426.39 1343.28 1432.73 1601.38 1665.97 1484.22 1412.63 1470.72 1625.92 1678.13 1619.91 1435.83 1353.21 1422.69 1505.03 1640.16 1512.48 1238.04 1379.58 1518.96 1614.88 1643.44 1362.01 1182.03 1211.23 1102.89 1211.07 1600.06 1868.55
1922.64 1929.86 1778.58 1678.05 1493.94 1412.75 1563.25 1574.99 1347.05 1304.44 1348.69 1393.12 1296.23 1398.53 1489.88 1481.66 1378.37 1412.54 1519.22 1654.77 1587.2 1370.93 1322.58 1412.1 1578.28 1636.16 1368.11 1031.59 1368.86 1448.26 1457.14 1562.85 1808.45 1613.39 1603.44 1554.2 1678.94 1473.8 1229.51 1153.29 1220 1383.57 1412.62 1270.43 1174.69 1145.91 1045.28 1012.72 1505.52 1936.67
1864.35 1847.74 1687.7 1529.59 1328.97 1329.81 1476.19 1723.84 1292.76 1235.11 1477.28 1376.6 1417.25 1592.38 1477.86 1183.68 1224.99 1522.08 1658.29 1749.87 1660.66 1277.76 1158.31 1295.24 1368.34 1342.24 1305 1364.27 1707.7 1527.51 1386.37 1281.4 1408.33 1436.03 1572.95 1591.17 1622.4 1444.31 1221.57 1160.42 1231.84 1303.63 1319.52 1595.89 1682.09 1392.78 1134.25 1079.59 1496.22 1959.16
1753.38 1784.76 1698.3 1488.83 1269.43 1247.87 1235.19 1029.71 1155.54 1311.45 1308.3 1275.35 1076.06 1428.4 1246.66 1185.16 1293.77 1791.12 1771.98 1811.84 1855.6 1396.44 1161.19 1329.94 1362.28 1377.84 1547.06 1440.82 1338.39 1455.26 1390.17 1494.05 1363.65 1187.02 1371.71 1550.13 1686.79 1479.5 1185.13 1139.64 1232.93 1307.13 1323.02 1689.01 1647.94 1517.83 1278.1 1134.6 1142.9 1475.53
1552.35 1542.24 1529.09 1454.02 1409.36 1388.63 1357.84 1343.49 1664.1 1517.79 1383.23 1368.64 1386.25 1283.05 1196.27 1220.77 1170.63 1315.32 1576.35 1747.58 1840.24 1622.91 1359.07 1466.17 1421.25 1513.67 1651.45 1517.42 1317.78 1265.12 1328.35 1388.54 1320.29 1228.17 1241 1284.76 1397.16 1518.61 1550.47 1288.35 1160.63 1412.99 1566.6 1641.42 1470.16 1522.72 1425.43 1240.1 1248.25 1392.72
1580.5 1493.48 1280.75 1512.38 1643.75 1633.53 1626.41 1647.78 1694.2 1601.95 1473.76 1404.19 1437.39 1367.77 1364.4 1326.91 1265.12 1311.63 1552.14 1694.32 1577.49 1360.06 1654.16 1811.39 1544.82 1663.75 1710.85 1833.59 1595.64 1433.07 1267.04 1250.94 1410.18 1185.81 1199.5 1298.93 1393.96 1633.11 1726 1486.57 1508.98 1695.03 1757.5 1764.09 1671.78 1612.61 1487.61 1320.97 1337.65 1415.8
1670.5 1614.61 1272.73 1449.71 1658.83 1747.45 1795.06 1737.45 1665.23 1655.39 1519.66 1315.12 1307.01 1479.81 1501.15 1478.42 1428.91 1428.46 1509.08 1542.39 1416.07 1349.46 1640.06 1966.92 1865.72 1738.23 1643.41 1745.33 1724.33 1581.75 1448.36 1244.26 1023.31 1222.53 1317.32 1457.7 1557.14 1459.03 1436.77 1279.09 1379.04 1402.29 1284.07 1404.8 1654.36 1566.33 1458.07 1450.85 1430.74 1428.02
