-996 50 41.3422 39.91
-951.924 1003.67 -1009.67 1016.1
50 0 -951.924 -1009.67
0 0 0 0 0 0 0
0.384806 0.436186 0.526369 0.555282 0.532721 0.541296 0.583518 0.631395 0.676341 0.71381 0.736456 0.735543 0.705045 0.666919 0.638943 0.622523 0.588143 0.549542 0.532225 0.51284 0.496187 0.482626 0.471868 0.468165 0.470606 0.477472 0.496418 0.53583 0.611155 0.718774 0.830421 0.87964 0.864752 0.819215 0.743644 0.665917 0.614871 0.582333 0.558497 0.528654 0.499832 0.492951 0.516172 0.570046 0.626705 0.661016 0.659839 0.620963 0.563315 0.504726
0.35026 0.434394 0.618785 0.618379 0.486677 0.496383 0.557662 0.61879 0.676915 0.728224 0.765265 0.774584 0.739742 0.689207 0.636842 0.603373 0.560424 0.516217 0.499816 0.486762 0.479521 0.476297 0.474028 0.473449 0.46984 0.458218 0.446481 0.454658 0.527179 0.663872 0.831572 0.87761 0.842527 0.802139 0.719086 0.63079 0.568212 0.528462 0.493328 0.457521 0.422326 0.40919 0.438644 0.527907 0.622865 0.678371 0.675811 0.618284 0.539276 0.466711
0.363898 0.487133 0.716515 0.69582 0.408258 0.462725 0.535025 0.602433 0.668639 0.730656 0.785262 0.811138 0.783208 0.70226 0.619003 0.567245 0.518718 0.477481 0.465805 0.46223 0.465658 0.475035 0.484721 0.484472 0.468967 0.432367 0.379817 0.33237 0.396527 0.561063 0.716737 0.782021 0.763392 0.71228 0.635855 0.562584 0.502753 0.461548 0.420728 0.384077 0.354307 0.344172 0.354261 0.503331 0.642396 0.722254 0.706931 0.607256 0.492422 0.406165
0.342631 0.447907 0.580627 0.579751 0.47696 0.470889 0.52169 0.584641 0.651687 0.718547 0.784672 0.837072 0.830365 0.68949 0.575961 0.515369 0.463625 0.424245 0.438508 0.44922 0.458306 0.480363 0.501245 0.50368 0.478535 0.427202 0.35603 0.276154 0.325094 0.476941 0.602875 0.673912 0.672488 0.615755 0.542653 0.477622 0.426292 0.388049 0.352511 0.329679 0.319143 0.334731 0.397343 0.536501 0.690501 0.797108 0.754151 0.567981 0.397729 0.309426
0.273016 0.343088 0.425646 0.45789 0.450059 0.463501 0.508399 0.56574 0.625267 0.684532 0.738541 0.779034 0.764641 0.603885 0.496022 0.445462 0.402983 0.373342 0.417825 0.42954 0.437754 0.480511 0.537851 0.558946 0.521478 0.459583 0.399116 0.361927 0.389913 0.473237 0.557759 0.609728 0.606407 0.547852 0.473629 0.404796 0.350714 0.314836 0.302227 0.300891 0.310406 0.352329 0.441088 0.581613 0.737876 0.829602 0.726064 0.46603 0.239685 0.193013
0.178126 0.22129 0.296848 0.356963 0.396787 0.439916 0.492952 0.546418 0.595134 0.636648 0.656162 0.634297 0.552183 0.431544 0.374226 0.356035 0.336427 0.329789 0.347971 0.364039 0.380842 0.438343 0.56065 0.646975 0.563767 0.50091 0.46338 0.45494 0.48161 0.531725 0.580332 0.608396 0.592482 0.524033 0.443622 0.361958 0.288298 0.263739 0.282823 0.296345 0.317533 0.369995 0.458202 0.579675 0.726597 0.754925 0.531476 0.334237 0.155337 0.143039
0.0829605 0.105793 0.203244 0.285272 0.353434 0.417272 0.479673 0.530816 0.569316 0.592392 0.580365 0.512826 0.381428 0.239232 0.259793 0.26721 0.260734 0.260126 0.276535 0.293102 0.289371 0.315254 0.427049 0.523037 0.495348 0.503403 0.508286 0.525815 0.566223 0.612072 0.646789 0.665016 0.637397 0.558543 0.466101 0.367211 0.263479 0.267115 0.289814 0.301635 0.316234 0.358515 0.425472 0.502975 0.557994 0.458874 0.277866 0.234445 0.189384 0.179048
0.0619886 0.0766205 0.165304 0.252432 0.332915 0.40747 0.475633 0.525595 0.556895 0.566571 0.535948 0.453409 0.331785 0.230289 0.213594 0.20257 0.19255 0.199534 0.224368 0.247406 0.205326 0.150233 0.20259 0.186097 0.374426 0.480061 0.535493 0.581784 0.638152 0.69016 0.723834 0.743609 0.716352 0.637234 0.535602 0.430267 0.338633 0.325448 0.327409 0.319073 0.310732 0.327669 0.360925 0.39086 0.381642 0.282452 0.181187 0.191181 0.236493 0.229705
0.10424 0.117488 0.176327 0.254181 0.33554 0.414204 0.48584 0.536069 0.562871 0.563732 0.528046 0.449827 0.352161 0.268745 0.220276 0.178702 0.154452 0.156623 0.181097 0.205614 0.180173 0.149056 0.179717 0.248459 0.377661 0.489067 0.562275 0.62361 0.692304 0.755408 0.781334 0.803747 0.784581 0.71511 0.62494 0.530507 0.452017 0.418799 0.392392 0.352175 0.31447 0.293662 0.292282 0.297677 0.286379 0.233281 0.161957 0.129603 0.280718 0.264672
0.152381 0.165824 0.211432 0.279438 0.357001 0.435656 0.508637 0.562166 0.584419 0.58278 0.549455 0.484669 0.402019 0.325436 0.251806 0.190513 0.152455 0.134073 0.154489 0.19596 0.208639 0.219688 0.262221 0.346035 0.451772 0.538547 0.597092 0.64616 0.699684 0.758621 0.79639 0.825925 0.822077 0.775616 0.707294 0.63264 0.561406 0.518368 0.470998 0.408398 0.340593 0.274873 0.23724 0.239424 0.252584 0.242402 0.203009 0.163695 0.242821 0.280042
