-996 50 40.5836 36.2298
-886.557 888.703 -986.398 1002.2
50 0 -886.557 -986.398
0 0 0 0 0 0 0
0.673677 0.673667 0.673182 0.672333 0.671337 0.670973 0.673205 0.677805 0.684252 0.692352 0.701732 0.704963 0.698967 0.684801 0.663596 0.63656 0.604636 0.560649 0.500994 0.443848 0.395732 0.363118 0.350306 0.357583 0.381028 0.4151 0.454903 0.496825 0.538343 0.577687 0.612328 0.640019 0.65966 0.669364 0.670162 0.670162 0.670162 0.670162 0.670162 0.669857 0.668938 0.667523 0.665739 0.66373 0.661651 0.659671 0.657966 0.656705 0.656028 0.656015
0.680165 0.680147 0.679268 0.67766 0.675578 0.673851 0.674496 0.677939 0.684238 0.692334 0.700853 0.701041 0.69172 0.67387 0.648513 0.616705 0.579125 0.528507 0.461381 0.396028 0.340395 0.302587 0.290474 0.304777 0.338041 0.381596 0.429359 0.477596 0.524 0.567074 0.604531 0.634333 0.655701 0.667934 0.670162 0.670162 0.670162 0.670162 0.670084 0.669386 0.668051 0.666198 0.663956 0.661472 0.658911 0.656463 0.654337 0.652751 0.651892 0.651875
0.689665 0.689639 0.688323 0.685881 0.682617 0.679327 0.678119 0.679532 0.683906 0.691409 0.698563 0.696105 0.683785 0.662422 0.632742 0.595155 0.548902 0.49076 0.422223 0.351856 0.287559 0.24128 0.229924 0.255745 0.302338 0.356629 0.412286 0.466197 0.516632 0.562517 0.601755 0.632691 0.65472 0.66729 0.670162 0.670162 0.670162 0.670162 0.669857 0.668794 0.66707 0.664798 0.662105 0.659138 0.656067 0.653098 0.650481 0.648493 0.647401 0.64738
0.701912 0.701876 0.700068 0.696692 0.692125 0.687086 0.683753 0.682873 0.684829 0.689982 0.695413 0.690842 0.676063 0.651736 0.618331 0.575918 0.523835 0.461922 0.392341 0.3183 0.244593 0.182556 0.170639 0.217259 0.27994 0.344293 0.406346 0.464366 0.517381 0.564739 0.604456 0.635368 0.65703 0.669001 0.670914 0.670162 0.670162 0.670146 0.669548 0.668161 0.666085 0.663426 0.660305 0.656861 0.653262 0.649723 0.646524 0.644025 0.642618 0.64259
0.716636 0.71659 0.714215 0.709777 0.703753 0.696817 0.691084 0.687659 0.686972 0.689402 0.691987 0.685876 0.669404 0.643038 0.60716 0.561862 0.50737 0.445593 0.377141 0.303389 0.226043 0.146606 0.1295 0.205243 0.278745 0.3486 0.413741 0.473376 0.526991 0.574093 0.612785 0.642384 0.662565 0.672968 0.673234 0.670504 0.670162 0.67007 0.669222 0.667562 0.665183 0.662186 0.65868 0.654791 0.650671 0.646525 0.642647 0.639477 0.637612 0.637574
0.733571 0.733511 0.730466 0.724793 0.717115 0.708194 0.699791 0.693594 0.690081 0.689645 0.689581 0.68168 0.664443 0.637194 0.600375 0.554311 0.501233 0.442502 0.378742 0.311504 0.24388 0.185753 0.179379 0.234751 0.303359 0.371426 0.435354 0.493637 0.545592 0.590448 0.626509 0.653448 0.671009 0.678872 0.676728 0.672002 0.670169 0.669973 0.668933 0.667061 0.664445 0.661177 0.657355 0.653085 0.648496 0.643756 0.639125 0.63507 0.63247 0.632415
0.752444 0.752367 0.748503 0.741357 0.731773 0.720721 0.709529 0.700372 0.693907 0.690533 0.688324 0.678809 0.66151 0.634597 0.598363 0.554058 0.504876 0.45168 0.395749 0.339648 0.288633 0.254283 0.255052 0.293224 0.349957 0.41114 0.470277 0.524989 0.574563 0.615999 0.647451 0.669031 0.681795 0.68618 0.680983 0.674346 0.670705 0.669892 0.668725 0.666712 0.663937 0.660484 0.65644 0.651896 0.646952 0.641725 0.636383 0.631261 0.627366 0.627271
0.77298 0.772882 0.767973 0.759018 0.747203 0.733783 0.719912 0.707664 0.698182 0.691754 0.68755 0.677221 0.660056 0.634657 0.600492 0.56031 0.516759 0.470815 0.424396 0.380749 0.345287 0.326323 0.332207 0.36324 0.410569 0.467923 0.526269 0.580882 0.629084 0.667909 0.695769 0.711395 0.713446 0.70346 0.687439 0.677484 0.67207 0.669927 0.668629 0.666551 0.663703 0.660166 0.65602 0.651347 0.646228 0.640749 0.634994 0.629064 0.623195 0.622981
0.794894 0.794768 0.788452 0.777199 0.762754 0.746727 0.730396 0.714886 0.701995 0.692327 0.686001 0.675787 0.659287 0.63635 0.605589 0.570877 0.534109 0.496586 0.460323 0.428427 0.405648 0.397453 0.407937 0.437359 0.482512 0.535696 0.589955 0.640814 0.685201 0.720948 0.746541 0.760373 0.760875 0.746627 0.718521 0.690262 0.674655 0.670809 0.669084 0.666717 0.663767 0.660252 0.656134 0.651496 0.646426 0.641017 0.635382 0.629706 0.624676 0.624528
0.817881 0.81771 0.809363 0.795105 0.777575 0.758716 0.739521 0.721007 0.704775 0.692032 0.683139 0.673916 0.65901 0.639077 0.612815 0.584142 0.554571 0.525557 0.499126 0.47801 0.465573 0.465447 0.477432 0.507406 0.551308 0.602201 0.652949 0.699303 0.739111 0.771277 0.794181 0.805862 0.804423 0.788241 0.760648 0.72815 0.693426 0.6736 0.670366 0.667703 0.664427 0.660751 0.656772 0.652329 0.647517 0.642475 0.637416 0.632757 0.629507 0.629434
